t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
112.75,32.194064,32.188085,32.388198,32.35559,32.448318,32.430156,31.114407,31.164888,30.7,29.529792,30.4,30.44372
113,32.194064,32.184968,32.381946,32.306775,32.434819,32.433274,31.042702,31.136813,30.7,29.415152,30.4,30.87496
113.25,32.190945,32.198476,32.363192,32.283926,32.437934,32.421842,30.962684,31.126415,30.7,29.071232,30.4,31.3062
113.5,32.212776,32.13613,32.38924,32.30366,32.442088,32.433274,30.913842,31.1025,30.7,29.415152,30.4,31.62963
113.75,32.199262,32.164186,32.386114,32.290158,32.450395,32.42496,30.823431,31.060908,30.7,29.988352,30.4,31.73744
114,32.220054,32.249392,32.445502,32.327547,32.481547,32.443666,30.813039,31.064027,30.7,30.332272,30.4,31.41401
114.25,32.199262,32.174577,32.375695,32.287042,32.417166,32.413529,30.751726,31.010997,30.7,30.217632,30.4,31.62963
114.5,32.22941,32.200555,32.393407,32.300544,32.45351,32.430156,30.787059,31.029714,30.7,29.988352,30.4,31.95306
114.75,32.165994,32.143404,32.348606,32.262116,32.409898,32.380274,30.77251,30.993321,30.7,30.217632,30.4,32.3843
115,32.187826,32.174577,32.364234,32.283926,32.422358,32.396902,30.795373,31.030753,30.7,30.561552,30.4,32.06087
115.25,32.221093,32.195359,32.360066,32.289119,32.436896,32.408333,30.858764,31.043231,30.7,30.905472,30.4,32.49211
115.5,32.209658,32.183929,32.395491,32.289119,32.398475,32.408333,30.913842,31.068186,30.7,30.676192,30.4,32.06087
115.75,32.212776,32.20575,32.394449,32.293274,32.434819,32.393784,30.96788,31.15345,30.7,31.020112,30.4,31.3062
116,32.264756,32.229649,32.421539,32.308853,32.452472,32.421842,31.026075,31.190883,30.7,30.676192,30.4,30.98277
116.25,32.288667,32.244197,32.439251,32.341049,32.463894,32.451979,31.048938,31.170087,30.7,29.873712,30.4,30.76715
116.5,32.269954,32.239001,32.414245,32.326509,32.435858,32.427038,31.049977,31.133694,30.7,29.529792,30.4,30.44372
116.75,32.269954,32.227571,32.414245,32.326509,32.432742,32.402098,30.986586,31.133694,30.7,29.300512,30.4,30.44372
117,32.225252,32.215102,32.413203,32.294312,32.410936,32.407294,31.011526,31.116017,30.7,28.956592,30.4,31.41401
117.25,32.248123,32.206789,32.396533,32.277695,32.38913,32.350138,30.956449,31.121216,30.7,29.071232,30.4,31.95306
117.5,32.253321,32.21718,32.400701,32.323393,32.42132,32.402098,30.976194,31.108738,30.7,29.988352,30.4,32.27649
117.75,32.214856,32.191203,32.381946,32.275617,32.440011,32.382353,30.909685,31.077544,30.7,30.561552,30.4,32.70773
118,32.184707,32.076902,32.328809,32.242382,32.368362,32.350138,30.875391,31.061947,30.7,31.020112,30.4,32.59992
118.25,32.201341,32.156912,32.336103,32.271463,32.368362,32.368843,30.83798,31.045311,30.7,31.364032,30.6,73.02867
118.5,32.258519,32.189125,32.372569,32.279772,32.413013,32.39898,30.85149,31.045311,30.7,31.249392,30.6,71.84276
118.75,32.220054,32.18289,32.352773,32.259,32.377707,32.343902,30.829666,31.04739,30.9,77.827624,30.7,52.54477
119,32.225252,32.207828,32.394449,32.274579,32.408859,32.382353,30.830706,31.053629,30.9,71.980984,30.7,42.62625
119.25,32.225252,32.20575,32.392365,32.299505,32.378746,32.377157,30.860842,31.053629,30.8,52.933548,30.7,36.48108
119.5,32.222133,32.19432,32.375695,32.274579,32.414051,32.377157,30.87747,31.081704,30.8,42.272028,30.7,32.70773
119.75,32.198222,32.181851,32.374653,32.267309,32.402629,32.368843,30.920077,31.062987,30.7,35.949632,30.6,30.55153
120,32.195103,32.181851,32.34548,32.255884,32.392245,32.36053,30.939822,31.096261,30.7,32.166512,30.5,29.36562
120.25,32.12441,32.123661,32.312139,32.234073,32.373554,32.36053,30.991782,31.10042,30.7,29.873712,30.5,28.61095
120.5,32.140004,32.117427,32.3236,32.230958,32.381861,32.36053,31.014644,31.097301,30.6,28.366196,30.4,28.0719
120.75,32.146242,32.120544,32.303804,32.234073,32.37563,32.338706,31.025036,31.086903,30.6,27.678356,30.4,27.85628
121,32.154559,32.115348,32.303804,32.225765,32.351747,32.338706,31.174681,31.169047,30.6,26.990516,30.4,27.64066
121.25,32.109856,32.092488,32.312139,32.217456,32.351747,32.34702,31.133113,31.188803,30.6,26.761236,30.4,27.42504
121.5,32.12649,32.123661,32.287133,32.206031,32.353824,32.380274,31.141426,31.130574,30.5,26.51476,30.4,27.31723
121.75,32.076589,32.095606,32.303804,32.209147,32.332018,32.302334,31.108172,31.160728,30.5,26.28548,30.4,27.20942
122,32.112975,32.098723,32.290259,32.189414,32.362131,32.322079,31.055173,31.163848,30.5,26.28548,30.5,27.20942
122.25,32.09946,32.100801,32.281924,32.154101,32.32371,32.318962,30.989703,31.111858,30.6,26.188036,30.5,27.10161
122.5,32.07451,32.087293,32.281924,32.200838,32.312288,32.300256,30.945018,31.083783,30.6,26.188036,30.6,27.10161
122.75,32.088024,32.076902,32.213159,32.175912,32.307096,32.272198,30.920077,31.078584,30.6,26.188036,30.6,27.10161
123,32.09842,32.151717,32.269421,32.189414,32.314365,32.335589,30.899293,31.076505,30.6,26.302676,30.6,27.10161
123.25,32.145202,32.127818,32.291301,32.220572,32.342402,32.318962,30.90345,31.064027,30.7,26.205232,30.6,27.10161
123.5,32.103618,32.153795,32.326726,32.263154,32.329941,32.324158,30.892018,31.073385,30.7,26.319872,30.6,26.9938
123.75,32.213816,32.151717,32.341312,32.25173,32.347594,32.349098,30.896175,31.075465,30.7,26.205232,30.6,26.88599
124,32.17743,32.179773,32.341312,32.260038,32.380822,32.340785,30.896175,31.077544,30.7,26.090592,30.6,26.88599
124.25,32.185747,32.166264,32.357983,32.257961,32.361093,32.326236,30.932547,31.085863,30.7,25.975952,30.6,26.77818
124.5,32.188866,32.141326,32.319432,32.229919,32.361093,32.30753,30.949174,31.105619,30.7,25.861312,30.5,26.67037
124.75,32.158717,32.146521,32.332977,32.245498,32.346555,32.315844,30.991782,31.105619,30.7,25.746672,30.5,26.67037
125,32.147282,32.114309,32.303804,32.223687,32.344478,32.301295,31.002174,31.185684,30.6,25.614836,30.5,26.77818
125.25,32.111935,32.115348,32.289217,32.212263,32.329941,32.312726,31.042702,31.142012,30.6,25.500196,30.4,26.67037
125.5,32.086985,32.075863,32.247541,32.191491,32.31748,32.315844,31.052055,31.135773,30.6,25.614836,30.4,26.67037
125.75,32.092183,32.072745,32.275673,32.186298,32.309173,32.292982,31.060369,31.149291,30.6,25.500196,30.5,26.67037
126,32.086985,32.109114,32.262128,32.174873,32.29775,32.279472,31.038546,31.132654,30.6,25.500196,30.5,26.56256
126.25,32.078668,32.086254,32.239206,32.172796,32.270752,32.284668,31.021918,31.171126,30.6,25.500196,30.5,26.34694
126.5,32.07347,32.06755,32.245457,32.181105,32.300866,32.28259,31.060369,31.129534,30.6,25.385556,30.5,26.34694
126.75,32.108816,32.047807,32.217326,32.16968,32.287366,32.26908,30.968919,31.107699,30.6,25.270916,30.6,26.34694
127,32.095302,32.064433,32.239206,32.164487,32.279059,32.342863,30.933586,31.088982,30.6,25.270916,30.6,26.77818
127.25,32.040203,32.037416,32.222536,32.166564,32.287366,32.262845,30.908646,31.094181,30.6,25.385556,30.6,30.01248
127.5,32.062034,32.047807,32.220452,32.164487,32.262445,32.277394,30.908646,31.080664,30.7,26.090592,30.7,38.52947
127.75,32.053718,32.031181,32.222536,32.139561,32.275944,32.257649,30.90345,31.080664,30.7,30.446912,30.7,41.87158
128,32.018371,32.077941,32.217326,32.139561,32.240638,32.249335,30.922155,31.069226,30.7,40.191312,30.8,39.28414
128.25,32.02045,32.050924,32.203781,32.12502,32.254138,32.224394,30.95541,31.094181,30.8,41.928108,30.7,35.83422
128.5,32.018371,32.017673,32.189195,32.119827,32.262445,32.237904,30.972037,31.105619,30.8,38.947468,30.7,33.35459
128.75,31.998619,32.048846,32.2142,32.137484,32.252061,32.226473,30.978272,31.114977,30.8,35.164348,30.7,31.52182
129,32.127529,32.11327,32.282966,32.181105,32.295674,32.284668,31.029193,31.143052,30.8,32.756908,30.6,30.2281
129.25,32.102579,32.093527,32.276715,32.177989,32.303981,32.278433,31.015683,31.146171,30.8,30.693388,30.6,29.58124
129.5,32.143123,32.118466,32.288175,32.195645,32.313326,32.284668,31.028154,31.140972,30.7,29.415152,30.5,29.04219
129.75,32.116094,32.10184,32.282966,32.198761,32.294635,32.268041,31.00633,31.126415,30.7,28.612672,30.5,28.71876
130,32.121292,32.107036,32.27984,32.203954,32.283213,32.270119,30.991782,31.134733,30.7,28.154112,30.5,28.82657
130.25,32.116094,32.118466,32.271505,32.17695,32.286328,32.261806,30.991782,31.164888,30.7,27.810192,30.5,29.15
130.5,32.102579,32.089371,32.248583,32.188375,32.287366,32.264923,30.985546,31.122256,30.6,27.907636,30.5,30.12029
130.75,32.109856,32.10184,32.254835,32.182143,32.29152,32.248296,30.973076,31.109778,30.6,28.366196,30.5,31.52182
131,32.091143,32.071706,32.260044,32.173835,32.266598,32.201532,30.961645,31.10146,30.6,29.512596,30.5,33.13897
131.25,32.094262,32.088332,32.249625,32.168642,32.258291,32.251414,30.961645,31.10146,30.6,31.232196,30.6,32.92335
131.5,32.057876,32.051963,32.223578,32.14787,32.272829,32.25661,30.960606,31.126415,30.6,32.607876,30.6,32.70773
131.75,32.030846,32.034299,32.19753,32.14787,32.237523,32.253492,30.956449,31.113937,30.7,32.395792,30.6,32.06087
